iter	RMSE
171	0.591250315
172	0.5893256369
173	0.5880082155
174	0.5862190653
175	0.5848911123
176	0.5829737634
177	0.5814080539
178	0.5788772655
179	0.5776097293
180	0.5762468284
181	0.5747986293
182	0.5725940183
183	0.5707403073
184	0.5690434886
185	0.5681303446
186	0.5667454204
187	0.564667956
188	0.563243193
189	0.5623581767
190	0.5615612611
191	0.5610300023
192	0.5594339856
193	0.5583989027
194	0.5569378762
195	0.5552145479
196	0.554277752
197	0.5528398019
198	0.5519724508
199	0.5509652925
200	0.5503575608
201	0.5497237804
202	0.548776873
203	0.5479551034
204	0.5471700163
205	0.5457716014
206	0.5448821194
207	0.5440452977
208	0.5434764586
209	0.5429101835
210	0.5421213087
211	0.5412662812
212	0.5394594886
213	0.539042026
214	0.5382134952
215	0.5365218652
216	0.5351282031
217	0.5343089978
218	0.532867932
219	0.5323953381
220	0.5317013516
221	0.5304849875
222	0.5300801098
223	0.5285648224
224	0.5269842282
225	0.5265593497
226	0.5258222631
227	0.5252561331
228	0.5242845729
229	0.5239727651
230	0.5233920618
231	0.5225433145
232	0.5219758538
233	0.5204034703
234	0.5171452923
235	0.5163130282
236	0.5159161829
237	0.5153627798
238	0.5147237791
239	0.5134003421
240	0.5115655844
241	0.5110546622
242	0.510707419
243	0.5102340105
244	0.5086491243
245	0.5079303619
246	0.5073210339
247	0.5066882574
248	0.5061672786
249	0.5051977451
250	0.5049625281
251	0.5038554659
252	0.5022081345
253	0.501636016
254	0.5010871004
255	0.4997555013
256	0.4992441593
257	0.4978793442
258	0.4960695217
259	0.4958173654
260	0.4946305897
261	0.4933273686
262	0.492315294
263	0.4920627558
264	0.4911272556
265	0.4900984685
266	0.4896766567
267	0.489170148
268	0.4882091782
269	0.4877715401
270	0.4873473754
271	0.4869526383
272	0.4865307381
273	0.4859697799
274	0.4844050276
275	0.4839405312
276	0.4826726091
277	0.4813831048
278	0.4802216966
279	0.4794839935
280	0.4788423781
281	0.4782215618
282	0.4773724472
283	0.4769284348
284	0.4764721232
285	0.4762613657
286	0.4750838739
287	0.4743761019
288	0.4732330071
289	0.4717048949
290	0.4706173815
291	0.4702718977
292	0.4698826255
293	0.4692122169
294	0.4684453457
295	0.4674338705
296	0.4665366747
297	0.4661743225
298	0.465505031
299	0.4645682041
300	0.4643688438
301	0.4635683247
302	0.4627351348
303	0.4621230234
304	0.4611883418
305	0.4598232456
306	0.4592286749
307	0.4578660143
308	0.4573041813
309	0.4569060141
310	0.4561732142
311	0.4554929688
312	0.4551246674
313	0.4535110092
314	0.4531712762
315	0.4526058954
316	0.4514818726
317	0.4501414765
318	0.449678766
319	0.4489302844
320	0.4485901616
321	0.4479206117
322	0.4467656612
323	0.4460217375
324	0.4454899567
325	0.4445218689
326	0.4432973531
327	0.4426713236
328	0.442228075
329	0.4416290878
330	0.4410925875
331	0.4401035575
332	0.4396464597
333	0.4391474074
334	0.4384954302
335	0.4379827941
336	0.4367259255
337	0.4362753381
338	0.4354502022
339	0.4348968712
340	0.4337531669
341	0.4328991067
342	0.4324655301
343	0.4321665664
344	0.4314827043
345	0.4307177668
346	0.4295680436
347	0.4290584589
348	0.4284080831
349	0.4279000171
350	0.4272788278
351	0.4265861737
352	0.425733005
353	0.4251853118
354	0.4245349603
355	0.4235473723
356	0.4230766526
357	0.4222085754
358	0.4212773412
359	0.4203773197
360	0.4195659932
361	0.4190374978
362	0.4183027848
363	0.4172244032
364	0.4164993557
365	0.4155241595
366	0.4148132118
367	0.4142453119
368	0.4138886484
369	0.4132600116
370	0.4128064202
371	0.4123393744
372	0.4115898092
373	0.4108740893
374	0.4101492657
375	0.4092207038
376	0.4081997249
377	0.4077865383
378	0.4069185948
379	0.4061599645
380	0.4057867565
381	0.4054051382
382	0.404899971
383	0.4042166124
384	0.4038602629
385	0.403386956
386	0.4030172844
387	0.402118393
388	0.4014569933
389	0.4009566038
390	0.4004824141
391	0.399916416
392	0.3992589094
393	0.3982595969
394	0.3973142328
395	0.3967250272
396	0.3960660518
397	0.3957274568
398	0.3947703829
399	0.3942601154
400	0.3934775466
401	0.3925272181
402	0.3922976591
403	0.3918700832
404	0.3914430857
405	0.390938379
406	0.3906181373
407	0.3900797674
408	0.3892043338
409	0.3888229523
410	0.3882304545
411	0.3879101246
412	0.3873224397
413	0.3869931524
414	0.386168451
415	0.3857400481
416	0.3855564629
417	0.3847814868
418	0.3840369351
419	0.3838472401
420	0.3835369491
421	0.3826620657
422	0.3823141794
423	0.3816597179
424	0.3808414246
425	0.3805172699
426	0.3802367414
427	0.3792915048
428	0.3786861632
429	0.3781089327
430	0.3776338278
431	0.3772499209
432	0.3769833644
433	0.3765763924
434	0.3762087964
435	0.3758411866
436	0.3749034328
437	0.3747243201
438	0.3738838728
439	0.3733811775
440	0.372962871
441	0.372138247
442	0.3717908384
443	0.3709017662
444	0.3706123888
445	0.3697511112
446	0.3693943145
447	0.3685569989
448	0.3676485536
449	0.3670994856
450	0.3666485788
451	0.3662660062
452	0.3655353055
453	0.365197445
454	0.364487248
455	0.3636815808
456	0.3634284731
457	0.36282243
458	0.3620724163
459	0.3618389302
460	0.3611842187
461	0.3606080414
462	0.3604504676
463	0.3596661325
464	0.3590067207
465	0.3582633048
466	0.357967956
467	0.3576858916
468	0.3573260441
469	0.3568221263
470	0.3565091444
471	0.3563736157
472	0.3557064052
473	0.3554665915
474	0.355257402
475	0.3546359793
476	0.3536755283
477	0.3529954572
478	0.3521861563
479	0.3517440294
480	0.3513338915
481	0.3508866177
482	0.3503647302
483	0.3498481993
484	0.3496300065
485	0.3489110506
486	0.3482291499
487	0.3477792082
488	0.3473151253
489	0.3469503116
490	0.3465787325
491	0.345832597
492	0.3453975164
493	0.3447826615
494	0.3444566457
495	0.3440423275
496	0.3436496712
497	0.3435962677
498	0.3430120275
499	0.3428892792
500	0.3421343364
501	0.3418038028
502	0.3415412479
503	0.3412248645
504	0.3408437016
505	0.3407227951
506	0.3400852041
507	0.3394788458
508	0.3391021115
509	0.3388198212
510	0.3381310424
511	0.3377300133
512	0.3376694917
513	0.3369916867
514	0.3364210293
515	0.3358346348
516	0.3355414758
517	0.3354139284
518	0.3353583692
519	0.3347980158
520	0.334314697
521	0.3340551598
522	0.3337885266
523	0.3333081635
524	0.3328810774
525	0.3326893266
526	0.3321529679
527	0.3319707263
528	0.3316939716
529	0.3315136373
530	0.3311112658
531	0.3308708276
532	0.3304654353
533	0.3299307368
534	0.3294800703
535	0.3290260812
536	0.3284870892
537	0.3284345121
538	0.328191596
539	0.327718403
540	0.3274627581
541	0.3272150296
542	0.3267336147
543	0.326397263
544	0.3256876581
545	0.3250234801
546	0.3245841459
547	0.3243250498
548	0.3240195345
549	0.3236669216
550	0.3234409111
551	0.3233964821
552	0.3231314855
553	0.3227135467
554	0.3221666018
555	0.3219237672
556	0.3213825266
557	0.3208616713
558	0.3208209736
559	0.3204615981
560	0.3200300508
561	0.3199839667
562	0.3195943872
563	0.3192715713
564	0.3187401688
565	0.3183481038
566	0.3183152929
567	0.3181735259
568	0.3176991425
569	0.3173309011
570	0.3173048731
571	0.3170109053
572	0.3165694238
573	0.3163249448
574	0.3158592902
575	0.3153852374
576	0.315033772
577	0.3145159321
578	0.3141866259
579	0.313964755
580	0.3138445979
581	0.3137352046
582	0.3135615169
583	0.3134631353
584	0.3134401762
585	0.3130159618
586	0.312725306
587	0.3123621146
588	0.3121330738
589	0.311791778
590	0.3114392769
591	0.3112527435
592	0.3106857312
593	0.3106515162
594	0.3104455489
595	0.310105973
596	0.3098903916
597	0.3095605054
598	0.3093990897
599	0.3092745268
